,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
1761236,2014,ALESSANDRA CRISTINA LIMA RIBEIRO,ALESSANDRA SOS,190000001856,2293.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,3000000.0,39.0,PARDA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,BOMBEIRO MILITAR,N,N,SUPLENTE
1761237,2014,IVO TOME DA SILVA,TOME DO PAU BRANCO,190000002346,4341.0,AL,PV,43,PARTIDO ISOLADO,DEPUTADO FEDERAL,1500000.0,64.0,PARDA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,SERRALHEIRO,N,N,NAO ELEITO
1761239,2014,JOSIAS DA SILVA MOREIRA,JOSIAS MOREIRA,190000002868,4339.0,RJ,PV,43,PARTIDO ISOLADO,DEPUTADO FEDERAL,1500000.0,48.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,AGENTE DE SERVICOS FUNERARIOS E EMBALSAMADOR,N,N,NAO ELEITO
1761243,2014,OZORIO DE AQUINO SILVA,OZORIO DE AQUINO SILVA,190000000814,7033.0,RJ,PT DO B,70,PARTIDO ISOLADO,DEPUTADO FEDERAL,2000000.0,44.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,N,NAO ELEITO
1761244,2014,GLAUBER DE MEDEIROS BRAGA,GLAUBER,190000000663,4080.0,RJ,PSB,40,COLIGACAO,DEPUTADO FEDERAL,2500000.0,32.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,ELEITO POR QP
1761245,2014,ANTONIO CARLOS DA GAMA,CARLOS GAMA,190000000973,2354.0,RJ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,-1.0,57.0,PRETA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,S,
1761247,2014,VALDIR VIRGENS PEREIRA,VALDIR VIRGNES,190000002787,2878.0,RJ,PRTB,28,COLIGACAO,DEPUTADO FEDERAL,1000000.0,48.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
1761254,2014,PATRICIA  GONCALVES BORRET,PATRICIA BORRET,190000001339,1037.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,1800000.0,39.0,BRANCA,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
1761257,2014,PAULO CESAR PAES GUIMARAES,PAULO GUIMARAES,190000002339,4399.0,ES,PV,43,PARTIDO ISOLADO,DEPUTADO FEDERAL,1500000.0,64.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,PETROLEIRO,N,S,NAO ELEITO
1761259,2014,ALTAMIR VILELA FERREIRA,ALTAMIR DA NERVAL,190000002198,3312.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,2000000.0,50.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
1761261,2014,CLAUDIA SOARES LOUREIRO,CLAUDIA LOUIS,190000003097,1915.0,RJ,PTN,19,COLIGACAO,DEPUTADO FEDERAL,5000000.0,43.0,PARDA,SEPARADO(A) JUDICIALMENTE,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DONA DE CASA,N,N,NAO ELEITO
1761265,2014,CATARINA AMORIM MOREIRA E SILVA,CATARINA AMORIM,190000002186,2769.0,MG,PSDC,27,COLIGACAO,DEPUTADO FEDERAL,2000000.0,58.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,N,SUPLENTE
1761271,2014,SERGIO ROBERTO MONTEIRO ALVES,SERGINHO MONTEIRO,190000002341,4331.0,RJ,PV,43,PARTIDO ISOLADO,DEPUTADO FEDERAL,1500000.0,42.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
1761273,2014,MARYSTELLA DA SILVA GOMES PIMENTA,MARYSTELLA GOMES,190000000899,4518.0,RJ,PSDB,45,COLIGACAO,DEPUTADO FEDERAL,2500000.0,27.0,PRETA,VIUVO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,DONA DE CASA,N,N,SUPLENTE
1761277,2014,GEORGES ABRANCHES DE MOURA,KARAO,190000001361,1070.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,1800000.0,66.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL CIVIL,N,N,SUPLENTE
1761279,2014,ADENILSON JOSE MESSIAS,ADENILSON MESSIAS,190000000490,5081.0,RJ,PSOL,50,PARTIDO ISOLADO,DEPUTADO FEDERAL,550000.0,33.0,PARDA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,TRABALHADOR METALURGICO E SIDERURGICO,N,N,SUPLENTE
1761280,2014,ADEMIR ALVES DE MELO,ADEMIR MELO,190000001471,5546.0,RJ,PSD,55,COLIGACAO,DEPUTADO FEDERAL,-1.0,57.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,
1761284,2014,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,LAURA CARNEIRO,190000001463,1415.0,RJ,PTB,14,COLIGACAO,DEPUTADO FEDERAL,6000000.0,51.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
1761288,2014,RICARDO DEMETRIO FERREIRA PIMENTEL,RICARDO DEMETRIO,190000000508,5039.0,RJ,PSOL,50,PARTIDO ISOLADO,DEPUTADO FEDERAL,550000.0,36.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,SUPLENTE
1761289,2014,MARCELO AMARAL CARNEIRO,DR. MARCELO AMARAL,190000000590,1369.0,RJ,PT,13,COLIGACAO,DEPUTADO FEDERAL,5000000.0,50.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,S,SUPLENTE
1761294,2014,IVAN LUIZ DE ANDRADE,IVAN LUIZ,190000003096,1999.0,RJ,PTN,19,COLIGACAO,DEPUTADO FEDERAL,5000000.0,66.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,INDUSTRIAL,N,N,NAO ELEITO
1761297,2014,FABIANO DE SOUZA VIEIRA,PROF. FABIANO,190000000452,5029.0,RJ,PSOL,50,PARTIDO ISOLADO,DEPUTADO FEDERAL,550000.0,40.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO FUNDAMENTAL,N,S,SUPLENTE
1761301,2014,JORGE MAROTTE CORREA,MAROTTE JA E,190000001985,3123.0,RJ,PHS,31,COLIGACAO,DEPUTADO FEDERAL,5000000.0,51.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,NAO ELEITO
1761303,2014,SIDCLEI BARBALHO DE SOUZA,PASTOR SIDCLEI,190000001041,2533.0,PE,DEM,25,COLIGACAO,DEPUTADO FEDERAL,3000000.0,41.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,NAO ELEITO
1761305,2014,PEDRO CHAVARRY DUARTE,PEDRO CHAVARRY,190000000377,1789.0,RJ,PSL,17,COLIGACAO,DEPUTADO FEDERAL,5000000.0,60.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,N,S,SUPLENTE
1761307,2014,OTONI MOURA DE PAULO JUNIOR,PASTOR OTONI DE PAULO,190000000839,5110.0,RJ,PEN,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,3000000.0,38.0,PARDA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
1761308,2014,SILVIO COSTA DE CARVALHO,SILVIO DE CARVALHO,190000001912,2208.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,3000000.0,48.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
1761309,2014,CARLOS ROBERTO PEREIRA,CARLOS PEREIRA,190000000844,5111.0,ES,PEN,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,3000000.0,61.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
1761310,2014,PAMELA STOPPA DE MOURA MEDEIROS,PAMELA STOPPA,190000002362,4311.0,RJ,PV,43,PARTIDO ISOLADO,DEPUTADO FEDERAL,1500000.0,31.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
1761312,2014,PEDRO DELARUE TOLENTINO FILHO,PEDRO DELARUE,190000000655,4004.0,RJ,PSB,40,COLIGACAO,DEPUTADO FEDERAL,2500000.0,56.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,S,SUPLENTE
1761317,2014,LUCIANA DIAS DE MOURA PAIVA LEIVAS,LUCIANA MOURA,190000000308,7767.0,RJ,SD,77,COLIGACAO,DEPUTADO FEDERAL,-1.0,33.0,PARDA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,
1761322,2014,SILVANA DA COSTA PEREIRA,SILVANA COSTA,190000000912,4517.0,RJ,PSDB,45,COLIGACAO,DEPUTADO FEDERAL,2500000.0,55.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,N,SUPLENTE
1761327,2014,DOMINGOS VITAL MACHADO,DOM VITAL,190000002733,4436.0,RJ,PRP,44,COLIGACAO,DEPUTADO FEDERAL,1200000.0,74.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,N,SUPLENTE
1761329,2014,CARLOS ALBERTO MAIA DA SILVA,CARLOS MAIA,190000000974,2310.0,RJ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,1000000.0,57.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,S,SUPLENTE
1761331,2014,ROSANE PEREIRA SANTANNA,ROSANE A LOURA,190000001485,5516.0,RJ,PSD,55,COLIGACAO,DEPUTADO FEDERAL,-1.0,43.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,BOMBEIRO MILITAR,N,N,
1761332,2014,ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,TADEU TO CONTIGO,190000001313,1000.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,1800000.0,47.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,JORNALISTA E REDATOR,N,S,SUPLENTE
1761334,2014,JANAINA DO NASCIMENTO MIRANDA,TIA JANAINA,190000001877,2286.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,3000000.0,54.0,PRETA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
1761338,2014,ALESSANDRO DE SOUZA BARBOSA,SB SALVA BRASIL,190000001322,1005.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,1800000.0,43.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
1761339,2014,MARIA JOSE GOUVEA BAPTISTA,PROFESSORA MARIA JOSE  GOUVEA,190000001338,1061.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,1800000.0,62.0,PRETA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,S,NAO ELEITO
2283381,2018,JORGE ROJAS CARRO,ROJAS,190000602270,3050.0,SP,NOVO,30,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,53.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283384,2018,FRANCYS ANDREA SCOTTA,FRANCIS DO GUANDU,190000624666,4401.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,30.0,PARDA,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283386,2018,GUYANDIRA OLIVEIRA DE PAULA,GUYANDIRA OLIVEIRA DE PAULA,190000614933,3537.0,RJ,PMB,35,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,NAO ELEITO
2283387,2018,DANILO BASTOS JUNIOR,DANILO BASTOS JR,190000614679,1727.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,58.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",N,S,SUPLENTE
2283389,2018,LAUDEMIR SOUZA DOS REIS,LAUDEMIR REIS,190000606057,3129.0,ES,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,48.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283391,2018,EMANUEL BASTOS TORQUATO,DR EMANUEL TORQUATO,190000615558,4044.0,RJ,PSB,40,COLIGACAO,DEPUTADO FEDERAL,0.0,62.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,S,SUPLENTE
2283392,2018,GILCEMAR REIS VIDAL,GIL VIDAL,190000624664,4474.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,40.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,S,SUPLENTE
2283398,2018,CELSO PANSERA,CELSO PANSERA,190000613587,1301.0,RS,PT,13,COLIGACAO,DEPUTADO FEDERAL,0.0,55.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
2283403,2018,ALFREDO DA SILVA AMBROZIONI,AMBROZIONI,190000624649,4439.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,46.0,BRANCA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,BOMBEIRO MILITAR,N,S,SUPLENTE
2283405,2018,WALDEMAR JOSE DE AVILA NETO,WALDEMAR AVILA,190000606093,3141.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,37.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283406,2018,SILVIA DE BRAGA ARAO,SILVIA ARAO,190000607434,2518.0,RJ,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,53.0,PRETA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283409,2018,RUZIO FARMY CABRAL DE OLIVEIRA,RUZIO FARMY,190000624718,4489.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,62.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,S,SUPLENTE
2283418,2018,LUCIO DE DEUS,LUCIO DE DEUS,190000624735,4464.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,54.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283420,2018,ROBSON PAES BARRETO,ROBSON PAES,190000604201,2270.0,PE,PR,22,COLIGACAO,DEPUTADO FEDERAL,-1.0,69.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,N,
2283427,2018,NELSON CORREA SOARES,NELSON CORREA,190000629298,1064.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,61.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
2283431,2018,HELIL BARRETO CARDOZO,HELIL CARDOSO,190000606049,3155.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,53.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283432,2018,WASHINGTON LUIS DA CONCEICAO CARVALHO,WASHINGTON,190000607879,9027.0,RJ,PROS,90,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
2283437,2018,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,LUIZ LIMA,190000614713,1717.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,41.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,ELEITO POR QP
2283440,2018,CARLOS EDUARDO DA SILVA NUNES,SUBTEN SILVA NUNES,190000626285,2880.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,51.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,S,NAO ELEITO
2283443,2018,MARCOS AURELIO DA SILVA,MARCOS ZOREIA,190000624683,4435.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,53.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,AGENTE DE SAUDE E SANITARISTA,N,S,NAO ELEITO
2283445,2018,CLAY QUINTAO FULY,CLAY FULY,190000626276,2865.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,47.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,S,NAO ELEITO
2283451,2018,MARISTELA GAIO FIGUEIRA,STELLA GAIO,190000604198,2240.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,SUPLENTE
2283453,2018,ALEXANDRE COELHO DA CONCEICAO,COMANDANTE ALEXANDRE COELHO,190000604178,2274.0,RJ,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,44.0,PARDA,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"PILOTO DE AVIACAO COMERCIAL, NAVEGADOR, MECANICO DE VOO E ASSEMELHADOS",N,S,SUPLENTE
2283455,2018,ALAN MAIA SILVA,ALAN MAIA,190000602075,5030.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,40.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,N,S,SUPLENTE
2283457,2018,CAIO SANTOS VIANNA,CAIO VIANNA,190000629302,1203.0,RJ,PDT,12,COLIGACAO,DEPUTADO FEDERAL,0.0,30.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283460,2018,IVAN VERLY DA FONSECA COELHO JUNIOR,BU IVAN VERLY,190000616250,3378.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,38.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,N,SUPLENTE
2283461,2018,WALLACE DO SACRAMENTO,WALLACE SACRA,190000606094,3117.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,PRETA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283462,2018,ALLAN MARQUES CALDAS,ALLAN CALDAS,190000601130,5577.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,37.0,BRANCA,SEPARADO(A) JUDICIALMENTE,MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
2283463,2018,CELIO LAUREANO SANTIAGO,LAUREANO,190000616209,7079.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,52.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283466,2018,LISIANE SENNA FIALHO,LISIANE SENNA,190000603419,4531.0,RS,PSDB,45,COLIGACAO,DEPUTADO FEDERAL,0.0,43.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",N,N,SUPLENTE
2283467,2018,AFONSO LUIZ DE ALMEIDA,AFONSO ALMEIDA,190000613590,1327.0,MG,PT,13,COLIGACAO,DEPUTADO FEDERAL,0.0,69.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,S,SUPLENTE
2283468,2018,ANDRE LUIS LIMA DE ANDRADE,PERRE DA RODOVIARIA,190000616248,3355.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,45.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283471,2018,WELLINGTON VICENTE GOMES,WELLINGTON VICENTE,190000603391,7776.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,41.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
2283475,2018,CARLOS HENRIQUE GUEDES DE OLIVEIRA,CARLOS HENRIQUE,190000607918,5596.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,48.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,S,SUPLENTE
2283476,2018,MARCO AURELIO MENDES DA SILVA,MARQUINHO DESAFIO,190000626393,1062.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,49.0,PRETA,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,N,SUPLENTE
2283479,2018,ROSANGELA DE SOUZA GOMES,ROSANGELA GOMES,190000626441,1033.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,52.0,PRETA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,ELEITO POR QP
2283486,2018,CONSUELO DE FREITAS MACHADO MARTIN,CONSUELO MACHADO,190000601135,5599.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
2283491,2018,LEONARDO CARNEIRO MONTEIRO PICCIANI,LEONARDO PICCIANI,190000607475,1580.0,RJ,MDB,15,COLIGACAO,DEPUTADO FEDERAL,0.0,39.0,BRANCA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
2283497,2018,CARLOS HENRIQUE DE ASSIS,ASSIS DA MEDIACAO,190000624650,4461.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
2283502,2018,JOSE GERALDO VICTORIO GONCALVES,GERALDINHO DO GELO,190000606051,3130.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
2283513,2018,ACINOVIC ALVES FERREIRA,FERREIRA,190000626373,1066.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,47.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
2283515,2018,MIRIAM DA SILVA SIQUEIRA,MIRIAM SIQUEIRA,190000626253,2898.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,-1.0,59.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ASSISTENTE SOCIAL,N,N,
2283516,2018,ADILSON BLANCO MARUJO,ADILSON PADRINHO,190000626372,1060.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,56.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
2283517,2018,MARCUS VINICIUS ROMANO ATHILA,MARCUS ATHILA,190000614962,3677.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FARMACEUTICO,N,S,NAO ELEITO
